Descriptores,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016<R>,2017<P>
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Guerrero<C1>,NA,6.462357354442,4.988095548096,5.162942785437,5.870982574695,5.476449665022,4.343558135286,3.880592568932,4.691358216679,5.715558583645,3.068621610156,3.459899111487,5.230533489734,3.751224293325,4.800237207996
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Hidalgo<C1>,NA,8.153421618184,8.732629342096,6.391865788097,7.659127929714,6.58955884902,6.178396025606,4.015190231625,4.25383004667,5.324256068536,3.423900770656,3.554015548778,4.533634502403,4.112475473433,6.195208251909
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Jalisco<C1>,NA,6.264045386986,6.960480298278,4.390412776536,5.999389728663,6.027365130457,4.680464865057,4.279366014606,4.246693996747,4.16359646362,2.768664757278,3.536535975179,4.001436350752,6.024181057584,5.471766533222
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|México<C1>,NA,6.609839662116,5.954914094293,4.120359306447,5.269980687568,6.456675781058,3.804654570841,3.977293815256,4.833390270125,4.216158805787,2.92212081198,3.814574025118,4.080189411512,3.915368444462,4.531914960882
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Michoacán de Ocampo<C1>,NA,6.236530252456,7.120826117565,4.474666897403,5.704985670426,6.143326447477,6.040874778117,3.41488183743,6.347701093676,4.585194548943,2.915343763518,4.220999299536,3.807936802323,4.393633034575,7.100197164537
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Morelos<C1>,NA,5.362311126486,5.614114105875,3.095389615087,4.954769357576,3.493360006057,3.14955191547,2.972655396659,4.032127547534,3.978686194717,2.8573178478,2.319911596677,2.71004095524,3.723939894893,5.071686224629
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Nayarit<C1>,NA,5.34596165894,6.763148989572,4.066917848535,5.464451008809,6.38839395789,4.663349886347,4.751084121866,5.559063498245,3.284731826257,2.952747490803,2.977585381998,4.68856547114,4.745014839184,6.224479295874
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Nuevo León<C1>,NA,5.668640836122,6.25929642415,3.849405925187,5.259225201329,4.501934424794,6.231451941377,2.150989905045,3.344216351245,3.212430911921,1.245440750074,2.195243948711,2.319189948537,4.364189390825,3.856107635436
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Oaxaca<C1>,NA,5.705340711361,5.522180198128,5.736563329399,5.309950764675,6.617429911881,4.418305212921,4.084477725155,5.236993660122,4.591185795167,2.939231782927,2.907898953125,2.92926756578,4.337166059877,5.30540403116
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Puebla<C1>,NA,6.193201069715,7.593580519044,5.03430123147,5.506374798348,7.707876915636,3.736950966953,2.800289393988,5.862157168497,4.098759399072,2.337835591388,2.537956258229,4.009804423826,3.115212990066,4.542004750511
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Querétaro<C1>,NA,6.930425089785,7.733894456543,5.742238289127,5.043054559205,6.917998400325,4.92098402175,3.978104243554,4.793473483566,3.691701314899,2.423938469483,1.946914686479,3.897841308575,6.399442356058,4.54179902041
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Quintana Roo<C1>,NA,4.458653651266,3.569318867862,4.754363889422,3.507943853544,4.365926897908,4.798254927649,2.262541629456,1.545058477794,5.120213635305,1.042995064354,5.419270419425,3.496497437738,5.048802411054,3.310901874664
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|San Luis Potosí<C1>,NA,6.876569351978,6.303378660766,5.862058662201,5.293869463765,5.687051469304,4.586209559538,3.510006856655,4.708255992121,4.426592339569,2.652907013947,3.065992655645,3.837738555394,2.987046787137,5.465256987763
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Sinaloa<C1>,NA,7.18226939056,6.866416565016,4.809357404004,5.693707960564,7.670010189365,4.975604481587,3.89840861933,4.247065980836,4.384244020001,1.556638780884,2.469916607323,3.536090828171,4.584646757694,5.377352270055
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Sonora<C1>,NA,5.839071052617,5.849969029501,4.697168397999,5.928625059218,5.700276681508,3.987176041362,2.645545336473,3.917446981995,3.662420708825,2.766175635707,2.374878427121,3.417740484223,5.515646992809,3.981049579361
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tabasco<C1>,NA,7.325337845655,7.090429553296,4.678549444069,6.156935577096,6.704406428241,5.186108488029,4.437403521107,4.954010557054,4.586982866612,2.747774423626,5.261179033571,3.80197407683,4.962294680936,3.939691391408
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tamaulipas<C1>,NA,4.67019192703,5.056033971227,5.25383668978,4.584516795354,5.701202463792,3.77342699018,3.822596126478,4.166684682766,3.066474215295,3.394119127007,1.928059882764,1.764328467059,5.319964509986,6.085619358447
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Tlaxcala<C1>,NA,7.181401716334,6.292572503354,4.616254068293,5.256084774324,6.719777123029,4.541533516073,4.550536073614,6.125136331939,4.763017231485,3.634809244634,5.111096511306,3.948812963936,3.89466379611,5.686453992627
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Veracruz de Ignacio de la Llave<C1>,NA,7.221522333129,6.737506447674,6.471601706804,5.595887858322,6.562765537796,6.005607918985,4.74955673789,4.934921555934,4.616079157182,3.127658202753,3.740691533944,4.83066899362,4.630344056778,4.055640021082
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Yucatán<C1>,NA,5.983685844637,7.060445051092,5.396585434748,6.1958987338,6.248701252259,5.026369217644,3.712555904594,4.159181066807,4.509968057486,2.39267563897,3.60623166386,3.706948418804,3.875421992933,4.340363676261
Variación porcentual anual del índice de precios implícitos base 2013=100|B.1bV---Valor agregado bruto|Zacatecas<C1>,NA,5.720328794885,6.347072766954,4.344940507674,5.390114169611,6.040747315707,3.763590378572,3.674450985197,5.542726883674,4.753841028655,2.247943948483,3.537217361991,5.017768225873,3.04957500739,5.703226885787
